commit,line,message,time,ngram,leven,code,flag
0.0,506.0,-13.0,-1603775.0,47.0,7694.0,1002.0,2.0
0.0,506.0,-13.0,-1603775.0,86.0,1648.0,487.0,2.0
-44.0,-1724.0,34.0,20590.0,0.0,6673.0,185.0,3.0
0.0,0.0,69.0,-297798.0,31.0,121.0,17.0,3.0
-168.0,-8465.0,131.0,86044.0,0.0,95.0,8.0,1.0
-168.0,-8465.0,131.0,86044.0,0.0,188.0,15.0,3.0
-168.0,-8465.0,131.0,86044.0,0.0,188.0,15.0,3.0
-168.0,-8465.0,131.0,86044.0,0.0,429.0,12.0,2.0
-46.0,-11855.0,-23.0,-4094.0,0.0,214.0,9.0,2.0
-46.0,-11855.0,-23.0,-4094.0,1.0,5795.0,166.0,2.0
-46.0,-11855.0,-23.0,-4094.0,0.0,5717.0,158.0,3.0
-132.0,4029.0,13.0,524.0,51.0,74.0,9.0,3.0
197.0,8679.0,7.0,8060603.0,11.0,28.0,6.0,3.0
194.0,8767.0,-29.0,11568540.0,90.0,147.0,67.0,1.0
194.0,8767.0,-29.0,11568540.0,19.0,348.0,9.0,1.0
170.0,8179.0,18.0,1144397.0,24.0,106.0,12.0,1.0
170.0,8179.0,18.0,1144397.0,30.0,2963.0,293.0,3.0
170.0,8179.0,18.0,1144397.0,15.0,13.0,5.0,3.0
0.0,0.0,39.0,3513296.0,29.0,421.0,21.0,3.0
36.0,11957.0,15.0,312427.0,17.0,890.0,87.0,3.0
36.0,11957.0,15.0,312427.0,20.0,1203.0,96.0,3.0
36.0,11957.0,15.0,312427.0,28.0,5.0,4.0,3.0
0.0,0.0,-20.0,37344.0,0.0,13.0,3.0,1.0
100.0,1708.0,36.0,-45453.0,20.0,336.0,21.0,1.0
100.0,1708.0,36.0,-45453.0,10.0,97.0,8.0,1.0
100.0,1708.0,36.0,-45453.0,14.0,266.0,14.0,1.0
100.0,1708.0,36.0,-45453.0,29.0,943.0,99.0,3.0
100.0,1708.0,36.0,-45453.0,21.0,8.0,4.0,3.0
67.0,1442.0,-78.0,-4787301.0,36.0,201.0,20.0,3.0
67.0,1442.0,-78.0,-4787301.0,1.0,6114.0,137.0,1.0
67.0,1442.0,-78.0,-4787301.0,4.0,2922.0,111.0,1.0
31.0,509.0,8.0,-79118.0,0.0,2398.0,114.0,1.0
31.0,509.0,8.0,-79118.0,100.0,0.0,4.0,3.0
31.0,509.0,8.0,-79118.0,100.0,0.0,6.0,2.0
31.0,509.0,8.0,-79118.0,100.0,0.0,4.0,3.0
31.0,509.0,8.0,-79118.0,37.0,112.0,7.0,1.0
31.0,509.0,8.0,-79118.0,0.0,1900.0,77.0,1.0
-282.0,-5331.0,49.0,2084089.0,6.0,2790.0,118.0,1.0
12.0,-284.0,-33.0,-459112.0,32.0,117.0,25.0,3.0
12.0,-284.0,-33.0,-459112.0,37.0,112.0,7.0,1.0
12.0,-284.0,-33.0,-459112.0,1.0,6123.0,139.0,2.0
12.0,-284.0,-33.0,-459112.0,0.0,3234.0,100.0,2.0
-286.0,-5460.0,32.0,1174582.0,47.0,230.0,15.0,3.0
-286.0,-5460.0,32.0,1174582.0,47.0,9.0,4.0,3.0
0.0,0.0,-4.0,-948233.0,63.0,4.0,6.0,2.0
0.0,0.0,-4.0,-948233.0,87.0,1.0,4.0,3.0
0.0,0.0,-4.0,-948233.0,35.0,126.0,10.0,2.0
0.0,0.0,-4.0,-948233.0,64.0,56.0,14.0,2.0
0.0,0.0,-4.0,-948233.0,0.0,39.0,3.0,1.0
0.0,0.0,7.0,-746349.0,22.0,44.0,11.0,2.0
0.0,0.0,7.0,-746349.0,8.0,31.0,11.0,2.0
0.0,0.0,7.0,-746349.0,88.0,8.0,12.0,2.0
0.0,0.0,7.0,-746349.0,85.0,65.0,29.0,2.0
0.0,0.0,7.0,-746349.0,1.0,76246.0,1048.0,3.0
0.0,0.0,7.0,-746349.0,26.0,71.0,14.0,2.0
0.0,0.0,7.0,-746349.0,24.0,45.0,5.0,3.0
0.0,0.0,7.0,-746349.0,4.0,61.0,11.0,2.0
0.0,0.0,7.0,-746349.0,28.0,1069.0,81.0,3.0
0.0,0.0,15.0,22178607.0,100.0,59.0,8.0,3.0
1496.0,345340.0,-275.0,17618956.0,100.0,50.0,6.0,1.0
747.0,275795.0,-22.0,7858835.0,100.0,45.0,6.0,1.0
1431.0,419606.0,4.0,4112550.0,1.0,3133.0,160.0,1.0
689.0,329604.0,36.0,2469109.0,74.0,25.0,6.0,3.0
689.0,329604.0,36.0,2469109.0,35.0,92.0,7.0,3.0
689.0,329604.0,36.0,2469109.0,74.0,25.0,6.0,3.0
0.0,0.0,26.0,1911443.0,38.0,104.0,12.0,3.0
0.0,0.0,26.0,1911443.0,38.0,104.0,7.0,3.0
685.0,329318.0,41.0,967619.0,100.0,69.0,6.0,3.0
686.0,329324.0,2.0,146408.0,100.0,61.0,6.0,3.0
684.0,329236.0,14.0,4320526.0,92.0,15.0,4.0,3.0
1410.0,417800.0,7.0,144177.0,62.0,27.0,4.0,3.0
1410.0,417800.0,7.0,144177.0,72.0,151.0,19.0,3.0
1410.0,417800.0,7.0,144177.0,26.0,25.0,5.0,2.0
1410.0,417800.0,7.0,144177.0,68.0,176.0,19.0,3.0
0.0,0.0,2.0,85086.0,8.0,1068.0,75.0,2.0
0.0,0.0,2.0,85086.0,9.0,1635.0,116.0,2.0
1328.0,408076.0,4.0,401877.0,100.0,0.0,6.0,3.0
0.0,0.0,16.0,-104196.0,100.0,44.0,4.0,3.0
584.0,314693.0,0.0,352633.0,64.0,10.0,6.0,3.0
584.0,314693.0,0.0,352633.0,64.0,10.0,6.0,3.0
0.0,0.0,-11.0,-1730.0,100.0,172.0,8.0,3.0
0.0,0.0,11.0,3805625.0,36.0,223.0,4.0,3.0
0.0,0.0,11.0,3805625.0,40.0,245.0,20.0,3.0
0.0,0.0,11.0,3805625.0,12.0,223.0,13.0,1.0
0.0,0.0,11.0,3805625.0,40.0,245.0,18.0,3.0
1186.0,386832.0,-28.0,323254.0,99.0,923.0,8.0,3.0
0.0,0.0,-22.0,884307.0,99.0,883.0,8.0,3.0
506.0,299700.0,-7.0,82490.0,99.0,826.0,10.0,3.0
0.0,0.0,-37.0,688926.0,100.0,119.0,8.0,3.0
1172.0,386683.0,23.0,177179.0,85.0,3.0,4.0,3.0
1172.0,386683.0,23.0,177179.0,85.0,3.0,4.0,3.0
1173.0,386687.0,25.0,177302.0,80.0,4.0,6.0,2.0
0.0,0.0,5.0,122678.0,38.0,237.0,16.0,2.0
0.0,0.0,5.0,122678.0,38.0,237.0,24.0,2.0
1097.0,381411.0,7.0,388397.0,45.0,304.0,15.0,3.0
1097.0,381411.0,7.0,388397.0,27.0,238.0,12.0,1.0
0.0,0.0,0.0,2451016.0,5.0,1810.0,81.0,1.0
0.0,0.0,6.0,-122105.0,100.0,194.0,10.0,3.0
-400.0,-295665.0,-26.0,1393148.0,0.0,10325.0,407.0,3.0
632.0,82393.0,-64.0,294523.0,9.0,500.0,49.0,1.0
370.0,239259.0,-12.0,134451.0,89.0,7975.0,12.0,3.0
0.0,0.0,10.0,280490.0,86.0,10089.0,11.0,3.0
0.0,0.0,-5.0,39695.0,87.0,8796.0,11.0,3.0
0.0,0.0,10.0,283531.0,87.0,9065.0,11.0,3.0
0.0,0.0,4.0,368951.0,90.0,5840.0,11.0,3.0
0.0,0.0,-7.0,279153.0,87.0,7892.0,11.0,3.0
364.0,238720.0,4.0,1381884.0,87.0,8182.0,10.0,3.0
951.0,307173.0,13.0,2014031.0,90.0,6596.0,10.0,3.0
364.0,238830.0,-7.0,2655908.0,0.0,212.0,15.0,3.0
364.0,238830.0,-7.0,2655908.0,68.0,70.0,6.0,1.0
364.0,238830.0,-7.0,2655908.0,86.0,9844.0,10.0,3.0
364.0,238830.0,-7.0,2655908.0,22.0,51.0,4.0,3.0
0.0,0.0,-9.0,0.0,95.0,2090.0,10.0,3.0
359.0,238053.0,-15.0,49664.0,95.0,1897.0,10.0,3.0
-585.0,-68547.0,3.0,2042637.0,87.0,8332.0,10.0,3.0
359.0,237816.0,8.0,480488.0,88.0,7138.0,10.0,3.0
0.0,0.0,3.0,1203724.0,89.0,6787.0,10.0,3.0
0.0,0.0,24.0,433045.0,87.0,7153.0,10.0,3.0
0.0,0.0,4.0,430904.0,88.0,6689.0,10.0,3.0
0.0,0.0,6.0,431436.0,91.0,3553.0,10.0,3.0
0.0,0.0,24.0,6788.0,92.0,3539.0,10.0,3.0
0.0,0.0,-4.0,-1374.0,96.0,1889.0,10.0,3.0
0.0,0.0,13.0,387.0,99.0,405.0,10.0,3.0
-927.0,-304031.0,39.0,-120370.0,95.0,2767.0,10.0,3.0
345.0,235618.0,12.0,326690.0,100.0,11.0,4.0,3.0
571.0,67984.0,-136.0,-121319.0,100.0,252.0,4.0,3.0
0.0,0.0,19.0,-211883.0,100.0,72.0,4.0,3.0
243.0,199747.0,-5.0,30162.0,53.0,465.0,89.0,2.0
243.0,199747.0,-5.0,30162.0,92.0,6362.0,11.0,3.0
240.0,203050.0,28.0,3166390.0,0.0,518.0,14.0,3.0
240.0,203050.0,28.0,3166390.0,70.0,23816.0,10.0,3.0
242.0,203084.0,-13.0,50730.0,96.0,2439.0,10.0,3.0
264.0,206048.0,-18.0,116394.0,91.0,6380.0,10.0,3.0
0.0,0.0,-20.0,689829.0,96.0,1986.0,10.0,3.0
267.0,184581.0,-2.0,6216940.0,36.0,280.0,19.0,2.0
267.0,184581.0,-2.0,6216940.0,49.0,24.0,4.0,3.0
267.0,184581.0,-2.0,6216940.0,30.0,320.0,29.0,3.0
270.0,184794.0,24.0,6429226.0,0.0,466.0,17.0,3.0
270.0,184794.0,24.0,6429226.0,2.0,1163.0,62.0,1.0
270.0,184794.0,24.0,6429226.0,2.0,378.0,17.0,1.0
270.0,184794.0,24.0,6429226.0,48.0,181.0,6.0,2.0
279.0,185232.0,-5.0,6275726.0,9.0,7166.0,391.0,3.0
279.0,185232.0,-5.0,6275726.0,19.0,545.0,54.0,3.0
279.0,185232.0,-5.0,6275726.0,25.0,191.0,25.0,3.0
279.0,185232.0,-5.0,6275726.0,4.0,358.0,33.0,1.0
279.0,185232.0,-5.0,6275726.0,57.0,22.0,7.0,1.0
279.0,185232.0,-5.0,6275726.0,82.0,2.0,4.0,3.0
279.0,185232.0,-5.0,6275726.0,22.0,1299.0,128.0,1.0
279.0,185232.0,-5.0,6275726.0,8.0,1383.0,91.0,1.0
282.0,185603.0,-6.0,4376109.0,3.0,29.0,4.0,3.0
282.0,185603.0,-6.0,4376109.0,76.0,40.0,6.0,3.0
282.0,185603.0,-6.0,4376109.0,61.0,38.0,6.0,3.0
282.0,185603.0,-6.0,4376109.0,76.0,40.0,11.0,3.0
262.0,161763.0,-7.0,156182.0,17.0,89.0,10.0,3.0
0.0,0.0,-9.0,-528.0,93.0,6386.0,10.0,3.0
-245.0,-160009.0,-20.0,-24045.0,93.0,6379.0,10.0,3.0
-248.0,-160228.0,-2.0,-46583.0,0.0,6328.0,236.0,3.0
-248.0,-160228.0,-2.0,-46583.0,0.0,831.0,32.0,3.0
-248.0,-160228.0,-2.0,-46583.0,18.0,1022.0,53.0,3.0
-248.0,-160228.0,-2.0,-46583.0,38.0,363.0,32.0,3.0
-248.0,-160228.0,-2.0,-46583.0,31.0,291.0,24.0,1.0
-248.0,-160228.0,-2.0,-46583.0,92.0,9838.0,10.0,3.0
-248.0,-160228.0,-2.0,-46583.0,24.0,204.0,10.0,3.0
-248.0,-160228.0,-2.0,-46583.0,29.0,176.0,16.0,3.0
-248.0,-160228.0,-2.0,-46583.0,32.0,103.0,8.0,1.0
-248.0,-160228.0,-2.0,-46583.0,37.0,115.0,10.0,1.0
-248.0,-160228.0,-2.0,-46583.0,26.0,152.0,8.0,1.0
-248.0,-160228.0,-2.0,-46583.0,33.0,177.0,11.0,1.0
0.0,0.0,10.0,3715.0,92.0,1061.0,4.0,3.0
-248.0,-160228.0,-2.0,-46583.0,7.0,1343.0,72.0,1.0
-248.0,-160228.0,-2.0,-46583.0,0.0,958.0,47.0,3.0
0.0,0.0,-3.0,-6295.0,0.0,305.0,12.0,3.0
0.0,0.0,-3.0,-6295.0,94.0,6470.0,10.0,3.0
0.0,0.0,-3.0,-6295.0,7.0,791.0,59.0,3.0
-241.0,-159809.0,-4.0,-35307.0,5.0,748.0,35.0,3.0
-241.0,-159809.0,-4.0,-35307.0,0.0,103.0,8.0,3.0
-241.0,-159809.0,-4.0,-35307.0,36.0,476.0,38.0,3.0
-241.0,-159809.0,-4.0,-35307.0,13.0,179.0,9.0,3.0
-241.0,-159809.0,-4.0,-35307.0,84.0,2.0,6.0,2.0
-241.0,-159809.0,-4.0,-35307.0,94.0,6430.0,10.0,3.0
-241.0,-159809.0,-4.0,-35307.0,84.0,2.0,6.0,2.0
-241.0,-159809.0,-4.0,-35307.0,15.0,1456.0,100.0,3.0
-241.0,-159809.0,-4.0,-35307.0,0.0,114.0,10.0,3.0
0.0,0.0,8.0,-766357.0,96.0,2737.0,10.0,3.0
240.0,161104.0,17.0,28376.0,18.0,65.0,8.0,3.0
240.0,161104.0,17.0,28376.0,100.0,372.0,10.0,3.0
0.0,0.0,-13.0,-1492.0,0.0,1172.0,35.0,3.0
0.0,0.0,-13.0,-1492.0,97.0,2155.0,10.0,3.0
255.0,161729.0,36.0,9550.0,96.0,2046.0,10.0,3.0
253.0,160022.0,14.0,1175395.0,29.0,224.0,15.0,1.0
253.0,160022.0,14.0,1175395.0,95.0,2347.0,10.0,3.0
253.0,160022.0,14.0,1175395.0,29.0,224.0,19.0,1.0
249.0,159693.0,10.0,1936251.0,9.0,989.0,83.0,2.0
249.0,159693.0,10.0,1936251.0,6.0,834.0,68.0,2.0
249.0,159693.0,10.0,1936251.0,3.0,1491.0,66.0,2.0
249.0,159693.0,10.0,1936251.0,0.0,465.0,18.0,3.0
249.0,159693.0,10.0,1936251.0,6.0,868.0,48.0,2.0
249.0,159693.0,10.0,1936251.0,57.0,15747.0,10.0,3.0
0.0,0.0,-3.0,1575018.0,98.0,886.0,10.0,3.0
249.0,171708.0,17.0,1592144.0,98.0,874.0,10.0,3.0
641.0,209901.0,-3.0,1234575.0,13.0,3437.0,311.0,1.0
641.0,209901.0,-3.0,1234575.0,90.0,13997.0,10.0,3.0
0.0,0.0,-12.0,263675.0,24.0,114.0,8.0,3.0
0.0,0.0,-12.0,263675.0,26.0,173.0,14.0,3.0
0.0,0.0,-12.0,263675.0,92.0,9415.0,10.0,3.0
0.0,0.0,-12.0,263675.0,14.0,251.0,13.0,3.0
0.0,0.0,-12.0,263675.0,12.0,546.0,24.0,3.0
0.0,0.0,8.0,3515522.0,2.0,2160.0,152.0,1.0
0.0,0.0,8.0,3515522.0,4.0,1263.0,100.0,1.0
0.0,0.0,8.0,3515522.0,92.0,8910.0,10.0,3.0
0.0,0.0,2.0,3454654.0,1.0,11926.0,649.0,1.0
0.0,0.0,2.0,3454654.0,93.0,8448.0,10.0,3.0
0.0,0.0,-6.0,3426817.0,1.0,13942.0,736.0,1.0
0.0,0.0,-6.0,3426817.0,93.0,6576.0,10.0,3.0
0.0,0.0,-2.0,3290352.0,3.0,4995.0,288.0,1.0
0.0,0.0,-2.0,3290352.0,7.0,3846.0,252.0,1.0
0.0,0.0,-2.0,3290352.0,7.0,237.0,14.0,1.0
0.0,0.0,-2.0,3290352.0,6.0,1017.0,87.0,1.0
0.0,0.0,-2.0,3290352.0,93.0,6402.0,10.0,3.0
0.0,0.0,-2.0,3290352.0,0.0,76.0,6.0,1.0
0.0,0.0,-8.0,260615.0,0.0,1335.0,64.0,3.0
0.0,0.0,-8.0,260615.0,94.0,3477.0,10.0,3.0
0.0,0.0,-8.0,260615.0,0.0,2558.0,111.0,3.0
0.0,0.0,12.0,-413204.0,98.0,1555.0,10.0,3.0
0.0,0.0,-11.0,-98345.0,100.0,185.0,10.0,3.0
0.0,0.0,-1.0,67845.0,100.0,184.0,10.0,3.0
227.0,167656.0,21.0,42048.0,96.0,2992.0,10.0,3.0
227.0,167656.0,21.0,42048.0,61.0,58.0,10.0,1.0
227.0,167656.0,21.0,42048.0,50.0,66.0,5.0,3.0
227.0,167656.0,21.0,42048.0,95.0,1.0,7.0,3.0
227.0,167656.0,21.0,42048.0,23.0,206.0,20.0,3.0
227.0,167656.0,21.0,42048.0,18.0,31.0,5.0,1.0
227.0,167656.0,21.0,42048.0,9.0,95.0,7.0,1.0
0.0,0.0,-3.0,2293506.0,1.0,4182.0,207.0,1.0
0.0,0.0,-3.0,2293506.0,95.0,2495.0,10.0,3.0
0.0,0.0,24.0,981296.0,4.0,3215.0,204.0,2.0
0.0,0.0,24.0,981296.0,1.0,14706.0,738.0,2.0
0.0,0.0,24.0,981296.0,0.0,2357.0,110.0,2.0
0.0,0.0,24.0,981296.0,2.0,3305.0,144.0,2.0
0.0,0.0,24.0,981296.0,1.0,4065.0,202.0,2.0
0.0,0.0,24.0,981296.0,3.0,5529.0,329.0,2.0
0.0,0.0,24.0,981296.0,4.0,1458.0,102.0,2.0
0.0,0.0,24.0,981296.0,0.0,9616.0,397.0,2.0
0.0,0.0,24.0,981296.0,4.0,2168.0,99.0,2.0
0.0,0.0,24.0,981296.0,27.0,4913.0,275.0,3.0
0.0,0.0,18.0,30992.0,94.0,3110.0,10.0,3.0
373.0,36540.0,-42.0,387268.0,99.0,648.0,10.0,3.0
-230.0,-146262.0,0.0,661744.0,99.0,607.0,10.0,3.0
0.0,0.0,-1.0,1767122.0,100.0,469.0,10.0,3.0
-230.0,-146291.0,12.0,1793613.0,100.0,456.0,10.0,3.0
0.0,0.0,-5.0,185172.0,100.0,373.0,10.0,3.0
0.0,0.0,-9.0,176399.0,100.0,361.0,10.0,3.0
0.0,0.0,-1.0,-14913.0,100.0,345.0,10.0,3.0
238.0,146590.0,-1.0,644862.0,100.0,138.0,10.0,3.0
0.0,0.0,-13.0,621508.0,97.0,1767.0,10.0,3.0
0.0,0.0,-1.0,364851.0,98.0,1417.0,10.0,3.0
0.0,0.0,-14.0,345537.0,98.0,1089.0,10.0,3.0
0.0,0.0,-18.0,-2565.0,99.0,612.0,10.0,3.0
0.0,0.0,22.0,-2285.0,96.0,1512.0,10.0,3.0
0.0,0.0,4.0,1995541.0,100.0,100.0,10.0,3.0
228.0,145784.0,5.0,2237697.0,95.0,1590.0,10.0,3.0
-592.0,-182123.0,38.0,191423.0,100.0,53.0,10.0,3.0
360.0,36229.0,-42.0,-1798617.0,58.0,14734.0,10.0,3.0
0.0,0.0,-12.0,146748.0,95.0,1532.0,10.0,3.0
-232.0,-145928.0,-3.0,1305106.0,95.0,1520.0,10.0,3.0
229.0,144814.0,-19.0,-352159.0,95.0,2487.0,10.0,3.0
579.0,180879.0,6.0,1088910.0,96.0,2256.0,10.0,3.0
228.0,144796.0,10.0,1058217.0,96.0,2200.0,10.0,3.0
0.0,0.0,14.0,759470.0,96.0,2106.0,10.0,3.0
0.0,0.0,0.0,1774925.0,100.0,48.0,8.0,3.0
-233.0,-144259.0,-7.0,-473835.0,100.0,38.0,8.0,3.0
231.0,144601.0,16.0,1328629.0,26.0,572.0,55.0,3.0
231.0,144601.0,16.0,1328629.0,96.0,2052.0,10.0,3.0
231.0,144601.0,16.0,1328629.0,26.0,572.0,55.0,3.0
0.0,0.0,3.0,346121.0,95.0,2367.0,10.0,3.0
0.0,0.0,-14.0,104280.0,98.0,1014.0,10.0,3.0
560.0,177633.0,-18.0,681733.0,0.0,114.0,11.0,1.0
560.0,177633.0,-18.0,681733.0,19.0,45.0,5.0,1.0
0.0,0.0,12.0,2518177.0,11.0,65.0,7.0,3.0
0.0,0.0,12.0,2518177.0,0.0,55.0,7.0,3.0
205.0,140412.0,-11.0,6107.0,90.0,12483.0,10.0,3.0
-198.0,-139898.0,38.0,-66651.0,94.0,2405.0,10.0,3.0
0.0,0.0,-2.0,-139005.0,76.0,2804.0,4.0,3.0
-199.0,-139606.0,-20.0,-23565.0,92.0,10693.0,10.0,3.0
205.0,139723.0,-5.0,32638.0,48.0,19.0,4.0,3.0
205.0,139723.0,-5.0,32638.0,57.0,19.0,6.0,1.0
205.0,139723.0,-5.0,32638.0,18.0,136.0,13.0,3.0
205.0,139723.0,-5.0,32638.0,20.0,333.0,26.0,3.0
205.0,139723.0,-5.0,32638.0,0.0,2731.0,122.0,1.0
205.0,139723.0,-5.0,32638.0,93.0,10349.0,10.0,3.0
205.0,139723.0,-5.0,32638.0,18.0,136.0,13.0,3.0
205.0,139723.0,-5.0,32638.0,20.0,333.0,26.0,3.0
205.0,139723.0,-5.0,32638.0,0.0,2731.0,122.0,1.0
205.0,139723.0,-5.0,32638.0,48.0,19.0,4.0,3.0
205.0,139723.0,-5.0,32638.0,57.0,19.0,6.0,1.0
0.0,0.0,-13.0,416483.0,40.0,97.0,12.0,3.0
0.0,0.0,-13.0,416483.0,40.0,97.0,12.0,3.0
-197.0,-135900.0,-8.0,53755.0,11.0,45.0,8.0,3.0
-197.0,-135900.0,-8.0,53755.0,3.0,142.0,12.0,2.0
-197.0,-135900.0,-8.0,53755.0,0.0,2122.0,51.0,3.0
-197.0,-135900.0,-8.0,53755.0,0.0,2891.0,125.0,3.0
-197.0,-135900.0,-8.0,53755.0,0.0,85800.0,4483.0,3.0
-197.0,-135900.0,-8.0,53755.0,13.0,549.0,70.0,2.0
514.0,149273.0,-79.0,249884.0,94.0,1082.0,6.0,3.0
210.0,118009.0,-11.0,-172646.0,46.0,31.0,6.0,3.0
210.0,118009.0,-11.0,-172646.0,2.0,28.0,4.0,3.0
210.0,118009.0,-11.0,-172646.0,39.0,59.0,6.0,3.0
210.0,118009.0,-11.0,-172646.0,35.0,91.0,9.0,3.0
210.0,118009.0,-11.0,-172646.0,97.0,1198.0,6.0,3.0
210.0,118009.0,-11.0,-172646.0,46.0,31.0,6.0,3.0
210.0,118009.0,-11.0,-172646.0,2.0,28.0,4.0,3.0
210.0,118009.0,-11.0,-172646.0,39.0,59.0,6.0,3.0
210.0,118009.0,-11.0,-172646.0,35.0,91.0,9.0,3.0
-209.0,-117554.0,1.0,-96298.0,100.0,203.0,6.0,3.0
-510.0,-148924.0,-22.0,-211296.0,100.0,152.0,6.0,3.0
-205.0,-111855.0,-12.0,-1521682.0,99.0,69.0,4.0,3.0
-212.0,-111981.0,-7.0,-1447021.0,96.0,1007.0,6.0,3.0
-214.0,-112066.0,-7.0,-1062070.0,99.0,181.0,4.0,3.0
0.0,0.0,31.0,1140.0,100.0,54.0,6.0,3.0
0.0,0.0,-20.0,-532.0,92.0,1873.0,6.0,3.0
0.0,0.0,-6.0,-1327.0,95.0,1355.0,6.0,3.0
0.0,0.0,-11.0,-595144.0,6.0,139.0,15.0,2.0
0.0,0.0,-11.0,-595144.0,99.0,136.0,4.0,3.0
0.0,0.0,-11.0,-595144.0,92.0,1999.0,6.0,3.0
0.0,0.0,-11.0,-595144.0,6.0,139.0,15.0,2.0
0.0,0.0,-20.0,242239.0,96.0,734.0,6.0,3.0
0.0,0.0,17.0,13860.0,93.0,1750.0,6.0,3.0
0.0,0.0,-26.0,610.0,22.0,176.0,11.0,2.0
0.0,0.0,-26.0,610.0,89.0,5865.0,6.0,3.0
0.0,0.0,-26.0,610.0,22.0,176.0,11.0,2.0
-187.0,-111021.0,29.0,-20231.0,85.0,6311.0,6.0,3.0
-189.0,-111083.0,-26.0,-20921.0,75.0,5.0,8.0,2.0
-189.0,-111083.0,-26.0,-20921.0,61.0,73.0,15.0,2.0
-189.0,-111083.0,-26.0,-20921.0,86.0,5903.0,6.0,3.0
-189.0,-111083.0,-26.0,-20921.0,75.0,5.0,8.0,2.0
-189.0,-111083.0,-26.0,-20921.0,61.0,73.0,15.0,2.0
