commit,line,message,time,ngram,leven,code,flag
0.0,0.0,-18.0,-1213517.0,43.0,70.0,7.0,2.0
0.0,0.0,-18.0,-1213517.0,87.0,6243.0,6.0,3.0
0.0,0.0,-18.0,-1213517.0,43.0,70.0,7.0,2.0
0.0,0.0,16.0,992.0,96.0,294.0,4.0,3.0
0.0,0.0,24.0,12212.0,92.0,2201.0,6.0,3.0
429.0,135880.0,-28.0,240672.0,98.0,911.0,6.0,3.0
-256.0,-29054.0,24.0,-1505101.0,90.0,3734.0,6.0,3.0
257.0,29056.0,-30.0,-54042.0,73.0,23424.0,6.0,3.0
-175.0,-106770.0,-31.0,-670717.0,98.0,1784.0,6.0,3.0
-182.0,-107072.0,-10.0,-106564.0,95.0,975.0,6.0,3.0
-182.0,-107072.0,-10.0,-106564.0,9.0,467.0,16.0,2.0
-181.0,-106343.0,7.0,-176863.0,0.0,1067.0,68.0,3.0
-181.0,-106343.0,7.0,-176863.0,68.0,3748.0,4.0,3.0
0.0,0.0,8.0,-594402.0,93.0,1383.0,6.0,3.0
0.0,0.0,-12.0,-511995.0,93.0,1379.0,6.0,3.0
-184.0,-105241.0,23.0,-428076.0,93.0,1115.0,6.0,3.0
-184.0,-105189.0,-15.0,-801363.0,0.0,620.0,40.0,2.0
-184.0,-105189.0,-15.0,-801363.0,71.0,2960.0,4.0,3.0
-186.0,-105170.0,23.0,-2018429.0,46.0,4.0,4.0,3.0
-190.0,-105318.0,-26.0,-950817.0,98.0,274.0,4.0,3.0
0.0,0.0,2.0,-169721.0,83.0,1566.0,4.0,3.0
0.0,0.0,-1.0,4051.0,92.0,1151.0,6.0,3.0
0.0,0.0,-10.0,4650.0,99.0,168.0,6.0,3.0
0.0,0.0,-1.0,-6594.0,99.0,157.0,6.0,3.0
190.0,106377.0,25.0,33668.0,99.0,649.0,6.0,3.0
189.0,106306.0,30.0,20886.0,100.0,426.0,6.0,3.0
-376.0,-130168.0,-8.0,-10533.0,89.0,866.0,4.0,3.0
-376.0,-130168.0,-8.0,-10533.0,77.0,22204.0,6.0,3.0
-376.0,-130168.0,-8.0,-10533.0,98.0,126.0,4.0,3.0
0.0,0.0,20.0,78078.0,11.0,5977.0,499.0,2.0
0.0,0.0,20.0,78078.0,80.0,19676.0,6.0,3.0
-149.0,-93025.0,-4.0,-374347.0,55.0,1341.0,4.0,3.0
-149.0,-93025.0,-4.0,-374347.0,24.0,108.0,9.0,2.0
-149.0,-93025.0,-4.0,-374347.0,6.0,1224.0,59.0,2.0
-149.0,-93025.0,-4.0,-374347.0,90.0,959.0,4.0,3.0
-149.0,-93025.0,-4.0,-374347.0,24.0,108.0,9.0,2.0
-149.0,-93025.0,-4.0,-374347.0,6.0,1224.0,59.0,2.0
0.0,0.0,0.0,0.0,94.0,7106.0,6.0,3.0
147.0,93012.0,-11.0,46627.0,100.0,12.0,4.0,3.0
-31.0,-23145.0,6.0,-261265.0,99.0,126.0,4.0,3.0
-35.0,-22848.0,29.0,-4960694.0,26.0,7.0,5.0,2.0
-35.0,-22848.0,29.0,-4960694.0,36.0,1193.0,4.0,3.0
-35.0,-22848.0,29.0,-4960694.0,26.0,7.0,5.0,2.0
-36.0,-23096.0,26.0,-4030402.0,46.0,283.0,39.0,2.0
-36.0,-23096.0,26.0,-4030402.0,57.0,215.0,29.0,2.0
-36.0,-23096.0,26.0,-4030402.0,63.0,40.0,11.0,2.0
-36.0,-23096.0,26.0,-4030402.0,38.0,105.0,12.0,2.0
-36.0,-23096.0,26.0,-4030402.0,77.0,3568.0,4.0,3.0
-36.0,-23096.0,26.0,-4030402.0,85.0,7223.0,6.0,3.0
-36.0,-23096.0,26.0,-4030402.0,46.0,283.0,39.0,2.0
-36.0,-23096.0,26.0,-4030402.0,57.0,215.0,29.0,2.0
-36.0,-23096.0,26.0,-4030402.0,63.0,40.0,11.0,2.0
-36.0,-23096.0,26.0,-4030402.0,38.0,105.0,12.0,2.0
0.0,0.0,5.0,994693.0,97.0,963.0,6.0,3.0
0.0,0.0,16.0,141729.0,99.0,326.0,6.0,3.0
0.0,0.0,21.0,1144.0,97.0,1247.0,6.0,3.0
0.0,0.0,-17.0,2765.0,97.0,706.0,6.0,3.0
0.0,0.0,14.0,390161.0,95.0,1858.0,6.0,3.0
36.0,12249.0,22.0,319734.0,88.0,1538.0,4.0,3.0
-37.0,-12281.0,-22.0,-319734.0,88.0,1553.0,4.0,3.0
0.0,0.0,19.0,235273.0,92.0,786.0,4.0,3.0
-40.0,-12612.0,27.0,-639423.0,92.0,786.0,4.0,3.0
0.0,0.0,-15.0,98469.0,0.0,233.0,15.0,3.0
0.0,0.0,-15.0,98469.0,90.0,3436.0,6.0,3.0
0.0,0.0,-6.0,-346074.0,98.0,216.0,4.0,3.0
-32.0,-12726.0,-15.0,-543578.0,97.0,22.0,4.0,3.0
-32.0,-12726.0,-15.0,-543578.0,95.0,177.0,4.0,3.0
-32.0,-12726.0,-15.0,-543578.0,77.0,2542.0,4.0,3.0
-32.0,-12726.0,-15.0,-543578.0,92.0,2782.0,6.0,3.0
0.0,0.0,-6.0,-540385.0,93.0,2464.0,6.0,3.0
-32.0,-12702.0,-7.0,-204254.0,93.0,2327.0,6.0,3.0
0.0,0.0,10.0,18195.0,94.0,2302.0,6.0,3.0
0.0,0.0,4.0,1140.0,97.0,1321.0,6.0,3.0
-38.0,-12499.0,-11.0,-168878.0,93.0,873.0,4.0,3.0
-41.0,-12607.0,17.0,15370.0,98.0,784.0,6.0,3.0
0.0,0.0,-3.0,-439517.0,79.0,2255.0,4.0,3.0
89.0,24196.0,-35.0,-400322.0,98.0,342.0,6.0,3.0
0.0,0.0,24.0,-1070.0,93.0,1533.0,6.0,3.0
0.0,0.0,2.0,-1968.0,50.0,7.0,4.0,3.0
0.0,0.0,2.0,-1968.0,20.0,683.0,57.0,2.0
0.0,0.0,2.0,-1968.0,15.0,2270.0,223.0,2.0
0.0,0.0,2.0,-1968.0,85.0,1557.0,4.0,3.0
0.0,0.0,2.0,-1968.0,98.0,631.0,6.0,3.0
0.0,0.0,0.0,648.0,0.0,81.0,7.0,2.0
964.0,458620.0,-28.0,44929.0,0.0,77.0,6.0,3.0
964.0,458620.0,-28.0,44929.0,0.0,27.0,3.0,2.0
964.0,458620.0,-28.0,44929.0,1.0,101.0,7.0,1.0
964.0,458620.0,-28.0,44929.0,0.0,27.0,3.0,2.0
0.0,0.0,-27.0,-11009.0,0.0,659.0,50.0,1.0
1.0,843.0,-33.0,-200118.0,9.0,466.0,16.0,3.0
1.0,843.0,-33.0,-200118.0,19.0,879.0,18.0,3.0
1.0,843.0,-33.0,-200118.0,12.0,666.0,11.0,3.0
7.0,15.0,-22.0,350124.0,89.0,12.0,6.0,3.0
-881.0,-676075.0,5.0,516211.0,62.0,5.0,6.0,2.0
0.0,0.0,0.0,-130796.0,55.0,4.0,6.0,3.0
22.0,-467371.0,27.0,20492.0,53.0,98.0,12.0,3.0
0.0,0.0,14.0,9911.0,0.0,1394.0,72.0,3.0
22.0,-467545.0,-6.0,-5021594.0,36.0,70.0,11.0,3.0
22.0,-467545.0,-6.0,-5021594.0,0.0,5294.0,235.0,3.0
22.0,-467545.0,-6.0,-5021594.0,1.0,2576.0,155.0,3.0
22.0,-467545.0,-6.0,-5021594.0,0.0,88.0,4.0,3.0
22.0,-467545.0,-6.0,-5021594.0,0.0,924.0,20.0,3.0
67.0,-340072.0,33.0,-49611.0,65.0,2.0,4.0,3.0
692.0,156610.0,-3.0,28674.0,80.0,6.0,5.0,1.0
700.0,156014.0,-5.0,20707.0,0.0,20.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,97.0,2.0,8.0,1.0
700.0,156014.0,-5.0,20707.0,0.0,23.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,0.0,22.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,0.0,23.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,19.0,276.0,7.0,1.0
700.0,156014.0,-5.0,20707.0,0.0,22.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,0.0,22.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,37.0,136.0,17.0,1.0
700.0,156014.0,-5.0,20707.0,30.0,659.0,53.0,1.0
700.0,156014.0,-5.0,20707.0,4.0,1943.0,91.0,1.0
700.0,156014.0,-5.0,20707.0,80.0,16.0,4.0,3.0
700.0,156014.0,-5.0,20707.0,0.0,1417.0,44.0,1.0
700.0,156014.0,-5.0,20707.0,5.0,1457.0,49.0,3.0
700.0,156014.0,-5.0,20707.0,0.0,22.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,36.0,473.0,21.0,3.0
700.0,156014.0,-5.0,20707.0,0.0,63.0,4.0,1.0
700.0,156014.0,-5.0,20707.0,14.0,265.0,9.0,3.0
700.0,156014.0,-5.0,20707.0,76.0,50.0,6.0,1.0
700.0,156014.0,-5.0,20707.0,21.0,106.0,14.0,1.0
700.0,156014.0,-5.0,20707.0,0.0,21.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,0.0,21.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,0.0,21.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,68.0,171.0,6.0,1.0
700.0,156014.0,-5.0,20707.0,71.0,75.0,11.0,1.0
700.0,156014.0,-5.0,20707.0,68.0,174.0,6.0,1.0
700.0,156014.0,-5.0,20707.0,59.0,363.0,18.0,3.0
700.0,156014.0,-5.0,20707.0,0.0,21.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,66.0,268.0,10.0,1.0
700.0,156014.0,-5.0,20707.0,0.0,21.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,58.0,80.0,4.0,3.0
700.0,156014.0,-5.0,20707.0,0.0,21.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,0.0,22.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,49.0,279.0,9.0,2.0
700.0,156014.0,-5.0,20707.0,92.0,12.0,4.0,3.0
700.0,156014.0,-5.0,20707.0,0.0,3.0,3.0,1.0
700.0,156014.0,-5.0,20707.0,0.0,3.0,3.0,1.0
700.0,156014.0,-5.0,20707.0,0.0,3.0,3.0,1.0
700.0,156014.0,-5.0,20707.0,0.0,32.0,3.0,2.0
700.0,156014.0,-5.0,20707.0,81.0,6.0,6.0,3.0
700.0,156014.0,-5.0,20707.0,89.0,136.0,6.0,3.0
700.0,156014.0,-5.0,20707.0,60.0,11.0,5.0,3.0
0.0,0.0,19.0,8869.0,24.0,4960.0,130.0,1.0
677.0,153022.0,33.0,2823048.0,59.0,80.0,6.0,3.0
702.0,154462.0,-76.0,3222645.0,55.0,331.0,9.0,3.0
670.0,154216.0,-15.0,3105941.0,70.0,225.0,13.0,3.0
131.0,-337523.0,-11.0,327.0,87.0,12.0,4.0,3.0
0.0,0.0,-2.0,-1085129.0,15.0,1160.0,118.0,3.0
0.0,0.0,-2.0,-1085129.0,29.0,190.0,9.0,2.0
0.0,0.0,-2.0,-1085129.0,29.0,477.0,20.0,2.0
151.0,18425.0,29.0,55580.0,1.0,10163.0,434.0,1.0
142.0,-337793.0,34.0,-39375.0,2.0,4283.0,52.0,3.0
142.0,-337793.0,34.0,-39375.0,45.0,42.0,9.0,3.0
142.0,-337793.0,34.0,-39375.0,2.0,4336.0,55.0,3.0
142.0,-337793.0,34.0,-39375.0,44.0,40.0,10.0,3.0
142.0,-337793.0,34.0,-39375.0,50.0,34.0,9.0,3.0
142.0,-337793.0,34.0,-39375.0,0.0,18.0,3.0,1.0
142.0,-337793.0,34.0,-39375.0,0.0,18.0,3.0,1.0
132.0,-339568.0,-18.0,21194.0,0.0,524.0,24.0,3.0
0.0,0.0,-25.0,90310.0,72.0,124.0,10.0,1.0
0.0,0.0,-25.0,90310.0,59.0,109.0,8.0,1.0
0.0,0.0,-25.0,90310.0,74.0,66.0,12.0,1.0
600.0,146101.0,-18.0,848882.0,35.0,582.0,12.0,2.0
0.0,0.0,14.0,-2802215.0,0.0,448.0,27.0,1.0
0.0,0.0,14.0,-2802215.0,61.0,474.0,46.0,3.0
0.0,0.0,14.0,-2802215.0,35.0,47.0,4.0,3.0
0.0,0.0,14.0,-2802215.0,22.0,88.0,9.0,2.0
0.0,0.0,14.0,-2802215.0,32.0,274.0,12.0,2.0
0.0,0.0,14.0,-2802215.0,50.0,567.0,26.0,2.0
0.0,0.0,14.0,-2802215.0,10.0,546.0,33.0,3.0
0.0,0.0,14.0,-2802215.0,18.0,81.0,5.0,3.0
-596.0,-146048.0,-18.0,-35318.0,76.0,54.0,8.0,3.0
0.0,0.0,28.0,-1123595.0,21.0,289.0,11.0,3.0
0.0,0.0,28.0,-1123595.0,24.0,747.0,22.0,3.0
0.0,0.0,28.0,-1123595.0,35.0,443.0,8.0,1.0
0.0,0.0,28.0,-1123595.0,87.0,10.0,8.0,3.0
0.0,0.0,28.0,-1123595.0,19.0,306.0,8.0,1.0
0.0,0.0,28.0,-1123595.0,0.0,1592.0,41.0,3.0
0.0,0.0,28.0,-1123595.0,13.0,330.0,10.0,3.0
0.0,0.0,28.0,-1123595.0,58.0,82.0,9.0,2.0
606.0,144529.0,-3.0,2238144.0,76.0,23.0,4.0,3.0
579.0,144241.0,-4.0,766521.0,68.0,21.0,6.0,3.0
579.0,144241.0,-4.0,766521.0,41.0,430.0,14.0,1.0
579.0,144241.0,-4.0,766521.0,0.0,29.0,3.0,2.0
-143.0,343587.0,1.0,-15379.0,0.0,127.0,9.0,1.0
-143.0,343587.0,1.0,-15379.0,89.0,3.0,4.0,3.0
0.0,0.0,25.0,3364.0,75.0,28.0,4.0,3.0
0.0,0.0,121.0,-6390.0,80.0,14.0,4.0,3.0
0.0,0.0,121.0,-6390.0,80.0,14.0,4.0,3.0
6.0,6.0,4.0,-89830.0,88.0,20.0,10.0,3.0
-136.0,-17197.0,-32.0,-624326.0,75.0,72.0,6.0,1.0
0.0,0.0,-27.0,11882.0,0.0,118.0,6.0,1.0
0.0,0.0,-27.0,11882.0,100.0,17.0,4.0,3.0
0.0,0.0,-27.0,11882.0,100.0,0.0,4.0,3.0
0.0,0.0,-27.0,11882.0,0.0,18.0,5.0,3.0
0.0,0.0,-27.0,11882.0,92.0,1.0,4.0,3.0
0.0,0.0,-27.0,11882.0,63.0,21.0,4.0,3.0
-572.0,-141077.0,21.0,27356.0,80.0,47.0,4.0,3.0
-158.0,303450.0,5.0,423560.0,0.0,105.0,10.0,1.0
-158.0,303450.0,5.0,423560.0,52.0,21.0,4.0,3.0
-158.0,303450.0,5.0,423560.0,79.0,15.0,4.0,3.0
-158.0,303450.0,5.0,423560.0,46.0,15.0,4.0,3.0
-158.0,303450.0,5.0,423560.0,43.0,1029.0,33.0,1.0
-158.0,303450.0,5.0,423560.0,56.0,442.0,31.0,1.0
-158.0,303450.0,5.0,423560.0,44.0,1041.0,35.0,1.0
-158.0,303450.0,5.0,423560.0,0.0,391.0,7.0,3.0
-158.0,303450.0,5.0,423560.0,16.0,7.0,4.0,3.0
-158.0,303450.0,5.0,423560.0,0.0,64.0,3.0,1.0
-158.0,303450.0,5.0,423560.0,28.0,125.0,6.0,1.0
-158.0,303450.0,5.0,423560.0,16.0,125.0,5.0,3.0
-158.0,303450.0,5.0,423560.0,30.0,224.0,13.0,1.0
-158.0,303450.0,5.0,423560.0,59.0,135.0,8.0,1.0
-158.0,303450.0,5.0,423560.0,9.0,62.0,4.0,3.0
-158.0,303450.0,5.0,423560.0,20.0,344.0,19.0,1.0
402.0,124747.0,25.0,29229.0,52.0,13.0,4.0,3.0
402.0,124747.0,25.0,29229.0,7.0,155.0,12.0,3.0
0.0,0.0,-32.0,41705.0,38.0,281.0,6.0,3.0
0.0,0.0,-32.0,41705.0,39.0,210.0,6.0,2.0
0.0,0.0,-5.0,-99755.0,50.0,36.0,4.0,3.0
0.0,0.0,49.0,-510533.0,41.0,69.0,7.0,2.0
107.0,-278265.0,-26.0,12191.0,0.0,2946.0,42.0,3.0
107.0,-278265.0,-26.0,12191.0,13.0,219.0,8.0,2.0
-101.0,279739.0,-6.0,2885.0,15.0,100.0,9.0,3.0
-101.0,279739.0,-6.0,2885.0,15.0,81.0,9.0,3.0
-101.0,279739.0,-6.0,2885.0,15.0,86.0,9.0,3.0
-101.0,279739.0,-6.0,2885.0,0.0,4947.0,115.0,3.0
0.0,0.0,-5.0,2003.0,72.0,13.0,6.0,2.0
289.0,397435.0,-44.0,44574.0,0.0,111.0,3.0,2.0
120.0,-285577.0,-38.0,4974.0,79.0,2.0,4.0,3.0
120.0,-285577.0,-38.0,4974.0,79.0,2.0,4.0,3.0
120.0,-285577.0,-38.0,4974.0,66.0,4.0,4.0,3.0
120.0,-285577.0,-38.0,4974.0,79.0,2.0,4.0,3.0
120.0,-285577.0,-38.0,4974.0,55.0,5.0,4.0,3.0
120.0,-285577.0,-38.0,4974.0,94.0,2.0,12.0,2.0
120.0,-285577.0,-38.0,4974.0,9.0,1306.0,68.0,2.0
120.0,-285577.0,-38.0,4974.0,90.0,3.0,12.0,2.0
120.0,-285577.0,-38.0,4974.0,94.0,2.0,12.0,2.0
120.0,-285577.0,-38.0,4974.0,95.0,2.0,12.0,2.0
-370.0,-106102.0,-19.0,-42398.0,97.0,1.0,12.0,3.0
-370.0,-106102.0,-19.0,-42398.0,100.0,0.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,100.0,0.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,86.0,1.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,86.0,1.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,86.0,1.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,86.0,1.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,86.0,1.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,86.0,1.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,86.0,1.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,86.0,1.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,68.0,3.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,68.0,3.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,68.0,3.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,68.0,3.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,68.0,3.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,86.0,1.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,86.0,1.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,91.0,3.0,12.0,3.0
-370.0,-106102.0,-19.0,-42398.0,100.0,0.0,10.0,1.0
-370.0,-106102.0,-19.0,-42398.0,97.0,1.0,12.0,3.0
-370.0,-106102.0,-19.0,-42398.0,92.0,22.0,21.0,1.0
-370.0,-106102.0,-19.0,-42398.0,3.0,930.0,37.0,3.0
-370.0,-106102.0,-19.0,-42398.0,86.0,1.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,86.0,1.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,86.0,1.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,97.0,1.0,12.0,3.0
-370.0,-106102.0,-19.0,-42398.0,29.0,26.0,6.0,1.0
-370.0,-106102.0,-19.0,-42398.0,17.0,1016.0,62.0,1.0
-370.0,-106102.0,-19.0,-42398.0,39.0,48.0,8.0,1.0
-370.0,-106102.0,-19.0,-42398.0,8.0,1305.0,68.0,3.0
-370.0,-106102.0,-19.0,-42398.0,100.0,0.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,100.0,0.0,4.0,3.0
-370.0,-106102.0,-19.0,-42398.0,97.0,1.0,12.0,3.0
-370.0,-106102.0,-19.0,-42398.0,100.0,0.0,12.0,1.0
-370.0,-106102.0,-19.0,-42398.0,91.0,3.0,12.0,3.0
-370.0,-106102.0,-19.0,-42398.0,100.0,0.0,12.0,1.0
-370.0,-106102.0,-19.0,-42398.0,91.0,3.0,12.0,3.0
-370.0,-106102.0,-19.0,-42398.0,100.0,0.0,12.0,1.0
-370.0,-106102.0,-19.0,-42398.0,91.0,3.0,12.0,3.0
-370.0,-106102.0,-19.0,-42398.0,100.0,0.0,12.0,1.0
-370.0,-106102.0,-19.0,-42398.0,0.0,7154.0,223.0,3.0
0.0,0.0,-8.0,143.0,79.0,2.0,4.0,3.0
0.0,0.0,-8.0,143.0,79.0,2.0,4.0,3.0
0.0,0.0,-8.0,143.0,79.0,2.0,4.0,3.0
0.0,0.0,-8.0,143.0,79.0,2.0,4.0,3.0
0.0,0.0,-8.0,143.0,79.0,2.0,4.0,3.0
0.0,0.0,-8.0,143.0,79.0,2.0,4.0,3.0
0.0,0.0,-8.0,143.0,79.0,2.0,4.0,3.0
0.0,0.0,-8.0,143.0,79.0,2.0,4.0,3.0
0.0,0.0,-8.0,143.0,79.0,2.0,4.0,3.0
0.0,0.0,-8.0,143.0,79.0,2.0,4.0,3.0
0.0,0.0,-8.0,143.0,79.0,2.0,4.0,3.0
0.0,0.0,-8.0,143.0,79.0,2.0,4.0,3.0
0.0,0.0,-8.0,143.0,79.0,2.0,4.0,3.0
0.0,0.0,-8.0,143.0,79.0,2.0,4.0,3.0
354.0,93840.0,15.0,-1124720.0,94.0,8.0,8.0,2.0
354.0,93840.0,15.0,-1124720.0,47.0,901.0,69.0,2.0
354.0,93840.0,15.0,-1124720.0,78.0,1.0,4.0,3.0
354.0,93840.0,15.0,-1124720.0,30.0,291.0,10.0,2.0
354.0,93840.0,15.0,-1124720.0,0.0,1582.0,43.0,3.0
354.0,93840.0,15.0,-1124720.0,18.0,99.0,4.0,3.0
354.0,93840.0,15.0,-1124720.0,20.0,130.0,4.0,3.0
354.0,93840.0,15.0,-1124720.0,47.0,40.0,4.0,3.0
354.0,93840.0,15.0,-1124720.0,37.0,140.0,4.0,3.0
354.0,93840.0,15.0,-1124720.0,82.0,36.0,12.0,2.0
354.0,93840.0,15.0,-1124720.0,48.0,89.0,5.0,3.0
354.0,93840.0,15.0,-1124720.0,48.0,94.0,5.0,3.0
354.0,93840.0,15.0,-1124720.0,62.0,27.0,10.0,3.0
354.0,93840.0,15.0,-1124720.0,17.0,2599.0,130.0,3.0
354.0,93840.0,15.0,-1124720.0,81.0,1.0,4.0,3.0
354.0,93840.0,15.0,-1124720.0,0.0,109.0,4.0,3.0
354.0,93840.0,15.0,-1124720.0,52.0,102.0,16.0,2.0
354.0,93840.0,15.0,-1124720.0,87.0,25.0,4.0,3.0
354.0,93840.0,15.0,-1124720.0,62.0,133.0,13.0,2.0
354.0,93840.0,15.0,-1124720.0,5.0,2550.0,96.0,3.0
354.0,93840.0,15.0,-1124720.0,21.0,996.0,64.0,2.0
354.0,93840.0,15.0,-1124720.0,15.0,2174.0,128.0,2.0
354.0,93840.0,15.0,-1124720.0,13.0,2465.0,146.0,3.0
354.0,93840.0,15.0,-1124720.0,14.0,2423.0,127.0,3.0
354.0,93840.0,15.0,-1124720.0,15.0,817.0,69.0,3.0
354.0,93840.0,15.0,-1124720.0,19.0,739.0,59.0,3.0
354.0,93840.0,15.0,-1124720.0,19.0,939.0,62.0,3.0
354.0,93840.0,15.0,-1124720.0,25.0,631.0,57.0,3.0
354.0,93840.0,15.0,-1124720.0,24.0,642.0,60.0,3.0
204.0,-203498.0,-10.0,-3565.0,68.0,18.0,6.0,2.0
204.0,-203498.0,-10.0,-3565.0,83.0,10.0,4.0,3.0
204.0,-203498.0,-10.0,-3565.0,66.0,16.0,4.0,3.0
0.0,0.0,23.0,69853.0,0.0,583.0,40.0,2.0
0.0,0.0,23.0,69853.0,0.0,262.0,20.0,2.0
0.0,0.0,23.0,69853.0,84.0,3.0,4.0,3.0
0.0,0.0,23.0,69853.0,13.0,431.0,8.0,3.0
0.0,0.0,23.0,69853.0,60.0,6.0,4.0,3.0
0.0,0.0,23.0,69853.0,44.0,492.0,13.0,2.0
0.0,0.0,23.0,69853.0,10.0,1239.0,41.0,3.0
0.0,0.0,23.0,69853.0,0.0,68.0,4.0,3.0
216.0,-202433.0,25.0,-16467.0,0.0,76.0,6.0,2.0
216.0,-202433.0,25.0,-16467.0,0.0,160.0,4.0,3.0
216.0,-202433.0,25.0,-16467.0,92.0,2.0,4.0,3.0
327.0,89641.0,1.0,111150.0,13.0,320.0,7.0,3.0
326.0,89014.0,-5.0,104927.0,3.0,1012.0,30.0,3.0
231.0,-200913.0,-96.0,1335.0,37.0,52.0,7.0,3.0
231.0,-200913.0,-96.0,1335.0,37.0,52.0,7.0,3.0
0.0,0.0,11.0,133060.0,3.0,1097.0,21.0,1.0
0.0,0.0,11.0,133060.0,86.0,1.0,4.0,3.0
0.0,0.0,-27.0,-87623.0,2.0,1732.0,20.0,3.0
365.0,10257.0,4.0,-6210.0,19.0,183.0,14.0,3.0
365.0,10257.0,4.0,-6210.0,0.0,242.0,16.0,3.0
230.0,-185561.0,-7.0,141799.0,94.0,1.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,61.0,34.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,97.0,2.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,96.0,3.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,46.0,136.0,5.0,3.0
230.0,-185561.0,-7.0,141799.0,85.0,46.0,6.0,1.0
230.0,-185561.0,-7.0,141799.0,77.0,16.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,76.0,33.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,76.0,33.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,76.0,33.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,77.0,34.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,77.0,34.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,75.0,131.0,10.0,1.0
230.0,-185561.0,-7.0,141799.0,80.0,94.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,85.0,24.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,33.0,80.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,36.0,152.0,5.0,1.0
230.0,-185561.0,-7.0,141799.0,77.0,29.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,85.0,24.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,85.0,24.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,77.0,29.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,85.0,24.0,4.0,3.0
230.0,-185561.0,-7.0,141799.0,88.0,80.0,12.0,1.0
230.0,-185561.0,-7.0,141799.0,82.0,16.0,8.0,3.0
269.0,80944.0,-32.0,55838.0,87.0,44.0,6.0,1.0
249.0,79920.0,4.0,-4455.0,0.0,10.0,3.0,2.0
0.0,0.0,-6.0,-731.0,96.0,2.0,6.0,2.0
0.0,0.0,-6.0,-731.0,0.0,152.0,3.0,1.0
0.0,0.0,-6.0,-731.0,28.0,198.0,5.0,3.0
0.0,0.0,-6.0,-731.0,78.0,71.0,8.0,3.0
0.0,0.0,-6.0,-731.0,62.0,101.0,6.0,1.0
0.0,0.0,-6.0,-731.0,55.0,194.0,8.0,1.0
0.0,0.0,-6.0,-731.0,55.0,72.0,4.0,3.0
214.0,78611.0,-27.0,26941.0,79.0,154.0,16.0,3.0
0.0,0.0,59.0,62429.0,91.0,1.0,4.0,3.0
-213.0,-143311.0,-76.0,12663.0,39.0,123.0,5.0,3.0
-213.0,-143311.0,-76.0,12663.0,59.0,36.0,6.0,3.0
-188.0,-145224.0,0.0,15010.0,57.0,15.0,4.0,3.0
190.0,145232.0,1.0,-10779.0,53.0,67.0,4.0,3.0
-199.0,-154620.0,-35.0,59491.0,7.0,225.0,17.0,3.0
